Season,Game_ID,Game_Date,Away_Team,Home_Team,home_team_score,away_team_score,wins_home,wins_away,loss_home,loss_away,largest_lead_home,largest_lead_away,result_win,ASG_Count,day,rivalry,Home_Team_Twitter,Away_Team_Twitter,Home_Team_Rank,Away_Team_Rank,Holiday,Rounded Viewers
2017-18,21700622,2018-01-12,3,8,108,94,33,22,9,18,14,5,1,5,4,0,695000,3500000,27,3,0,32896
2017-18,21700624,2018-01-12,2,21,119,113,20,22,20,19,16,8,1,3,4,0,659000,823000,30,17,0,8017
2017-18,21700625,2018-01-12,9,24,87,78,21,13,20,27,13,15,1,0,4,0,634000,766000,22,26,0,6608
2017-18,21700627,2018-01-13,12,30,101,107,15,14,28,27,10,11,2,0,5,0,1200000,6170000,9,2,0,26523
2017-18,21700628,2018-01-13,15,25,126,105,20,13,21,28,25,4,1,0,5,0,1100000,714000,6,15,0,10653
2017-18,21700629,2018-01-13,18,29,101,91,22,16,20,24,13,6,1,3,5,0,726000,1800000,28,17,0,22022
2017-18,21700630,2018-01-13,16,28,113,119,16,24,26,18,0,23,2,2,5,0,662000,755000,18,7,0,15475
2017-18,21700632,2018-01-13,17,14,107,105,15,22,27,18,10,4,1,1,5,2,3600000,710000,4,21,0,15926
2017-18,21700633,2018-01-13,24,23,80,112,22,28,20,15,0,38,2,1,5,0,2300000,634000,12,22,0,13381
2017-18,21700636,2018-01-14,5,11,120,97,22,16,20,27,33,2,1,1,6,0,753000,930000,14,24,0,10484
2017-18,21700637,2018-01-14,2,27,120,103,28,22,16,20,26,5,1,3,6,0,645000,823000,29,17,0,14441
2017-18,21700638,2018-01-15,29,17,107,118,22,16,19,25,9,18,2,2,0,0,710000,726000,21,28,1,10114
2017-18,21700639,2018-01-15,7,10,117,111,19,29,20,12,21,0,1,3,0,0,925000,1400000,25,13,1,23366
2017-18,21700640,2018-01-15,8,28,104,95,22,25,20,18,11,4,1,3,0,0,662000,695000,18,27,1,16517
2017-18,21700641,2018-01-15,23,13,102,99,11,29,31,15,7,14,1,1,0,0,991000,2300000,23,12,1,15963
2017-18,21700642,2018-01-15,22,16,104,119,16,19,27,24,4,21,2,1,0,2,755000,1780000,7,1,1,11839
2017-18,21700643,2018-01-15,15,18,88,95,13,23,29,20,15,16,2,2,0,0,1800000,714000,16,15,1,14564
2017-18,21700645,2018-01-15,12,9,114,123,15,13,27,28,2,20,2,0,0,0,766000,6170000,26,2,1,21180
2017-18,21700647,2018-01-15,5,20,109,94,23,17,20,25,23,2,1,1,0,0,632000,930000,20,24,1,5066
2017-18,21700648,2018-01-15,26,25,102,113,30,21,11,21,10,15,2,1,0,0,1100000,1710000,6,8,1,18875
2017-18,21700649,2018-01-16,27,4,102,108,29,12,16,31,7,9,2,2,1,0,1500000,645000,19,29,0,15543
2017-18,21700651,2018-01-16,30,24,102,105,15,22,29,21,7,23,2,0,1,0,634000,1200000,22,9,0,8562
2017-18,21700652,2018-01-16,11,2,111,118,16,22,28,21,5,27,2,1,1,0,823000,753000,17,14,0,7322
2017-18,21700653,2018-01-17,28,29,109,133,25,17,19,25,2,28,2,3,2,0,726000,662000,28,18,0,12533
2017-18,21700654,2018-01-17,21,13,94,93,12,23,31,20,7,19,1,2,2,0,991000,659000,23,30,0,11115
2017-18,21700657,2018-01-17,3,14,112,119,17,36,27,9,11,19,2,4,2,0,3600000,3500000,4,3,0,35394
2017-18,21700658,2018-01-17,22,9,99,105,20,14,24,28,3,18,2,1,2,0,766000,1780000,26,1,0,6940
2017-18,21700660,2018-01-17,12,18,90,114,15,24,28,20,2,25,2,2,2,0,1800000,6170000,16,2,0,17028
2017-18,21700661,2018-01-17,20,15,105,120,13,17,30,26,10,20,2,0,2,0,714000,632000,15,20,0,6719
2017-18,21700662,2018-01-17,24,25,104,109,23,22,21,21,12,7,2,0,2,0,1100000,634000,6,22,0,11399
2017-18,21700663,2018-01-18,10,6,80,89,34,20,11,20,6,21,2,3,3,2,2300000,925000,5,25,0,28605
2017-18,21700664,2018-01-18,4,1,104,103,26,13,17,31,23,1,1,2,3,0,2100000,1500000,11,19,0,34007
2017-18,21700665,2018-01-18,27,26,116,98,30,29,12,17,19,4,1,3,3,0,1710000,645000,8,29,0,20571
2017-18,21700666,2018-01-18,5,2,86,100,24,23,20,21,6,15,2,2,3,0,823000,930000,17,24,0,8200
2017-18,21700667,2018-01-19,23,7,83,86,30,30,16,13,8,14,2,3,4,0,1400000,2300000,13,12,0,26477
2017-18,21700668,2018-01-19,19,16,95,101,26,16,18,29,16,6,2,1,4,0,755000,4090000,7,10,0,15259
2017-18,21700669,2018-01-19,28,17,122,112,25,22,20,21,20,15,1,3,4,0,710000,662000,21,18,0,11190
2017-18,21700672,2018-01-19,22,20,117,115,20,18,25,26,10,10,1,1,4,0,632000,1780000,20,1,0,13537
2017-18,21700673,2018-01-19,5,12,99,86,15,24,29,21,15,9,1,1,4,0,6170000,930000,2,24,0,17332
2017-18,21700674,2018-01-20,18,1,124,148,27,25,17,20,0,31,2,4,5,0,2100000,1800000,11,17,0,50393
2017-18,21700675,2018-01-20,14,13,97,113,13,17,31,28,0,25,2,0,5,0,991000,3600000,23,4,0,14407
2017-18,21700676,2018-01-20,19,29,106,105,26,18,19,25,11,10,1,2,5,0,726000,4090000,28,10,0,10648
2017-18,21700677,2018-01-20,9,21,111,104,23,16,21,28,21,0,1,2,5,0,659000,766000,30,26,0,8944
2017-18,21700680,2018-01-20,7,27,115,109,29,31,18,13,10,11,1,4,5,0,645000,1400000,29,13,0,15249
2017-18,21700681,2018-01-20,25,20,113,125,23,18,21,27,0,25,2,0,5,0,632000,1100000,20,6,0,6759
2017-18,21700682,2018-01-20,30,2,108,117,15,24,30,21,2,18,2,1,5,0,823000,1200000,17,9,0,6397
2017-18,21700683,2018-01-21,4,6,95,103,34,13,12,32,6,19,2,2,6,0,2300000,1500000,5,19,0,20609
2017-18,21700686,2018-01-21,5,23,94,86,24,30,22,17,17,5,1,2,6,0,2300000,930000,12,24,0,14475
2017-18,21700688,2018-01-22,20,13,104,90,13,19,32,27,26,1,1,0,0,0,991000,632000,23,20,0,6629
2017-18,21700689,2018-01-22,19,26,99,90,32,27,12,19,9,14,1,2,0,0,1710000,4090000,8,10,0,16893
2017-18,21700692,2018-01-22,14,21,132,128,24,18,21,28,13,18,1,2,0,0,659000,3600000,30,4,0,16551
2017-18,21700694,2018-01-22,2,24,104,101,23,25,23,21,8,7,1,1,0,0,634000,823000,22,17,0,8196
2017-18,21700695,2018-01-22,27,25,118,126,23,30,22,18,4,10,2,2,0,0,1100000,645000,6,29,0,13075
2017-18,21700697,2018-01-23,16,18,108,109,18,26,29,20,15,4,2,2,1,0,1800000,755000,16,7,0,26257
2017-18,21700698,2018-01-23,1,23,102,114,27,30,18,18,6,14,2,3,1,0,2300000,2100000,12,11,0,40666
2017-18,21700700,2018-01-23,6,12,107,108,34,17,13,29,14,6,2,2,1,1,6170000,2300000,2,5,0,33285
2017-18,21700701,2018-01-24,21,29,101,96,25,19,21,26,11,4,1,3,2,0,726000,659000,28,30,0,12335
2017-18,21700702,2018-01-24,20,17,98,95,19,22,28,23,7,9,1,1,2,0,710000,632000,21,20,0,9587
2017-18,21700703,2018-01-24,11,5,116,101,25,17,22,30,38,0,1,1,2,0,930000,753000,24,14,0,3479
2017-18,21700704,2018-01-24,14,10,101,115,18,22,29,21,0,25,2,1,2,0,925000,3600000,25,4,0,14266
2017-18,21700705,2018-01-24,7,13,93,108,14,31,32,14,0,32,2,2,2,0,991000,1400000,23,13,0,5482
2017-18,21700707,2018-01-24,23,9,108,85,31,17,18,29,23,2,1,1,2,0,766000,2300000,26,12,0,8053
2017-18,21700708,2018-01-24,27,2,114,123,31,25,18,22,8,19,2,3,2,0,823000,645000,17,29,0,11179
2017-18,21700709,2018-01-24,6,25,113,102,34,23,14,23,19,4,1,2,2,0,1100000,2300000,6,5,0,18749
2017-18,21700710,2018-01-25,15,19,88,89,27,14,20,33,12,8,2,1,3,0,4090000,714000,10,15,0,14335
2017-18,21700711,2018-01-25,28,18,121,112,27,26,20,21,19,0,1,4,3,0,1800000,662000,16,18,0,26031
2017-18,21700712,2018-01-25,22,24,130,118,24,21,23,27,18,1,1,1,3,0,634000,1780000,22,1,0,8625
2017-18,21700713,2018-01-25,27,3,126,113,38,31,10,19,16,0,1,6,3,0,3500000,645000,3,29,0,29072
2017-18,21700714,2018-01-26,13,29,110,121,14,19,33,27,5,13,2,1,4,0,726000,991000,28,23,0,9409
2017-18,21700715,2018-01-26,5,1,115,108,27,26,19,22,19,0,1,3,4,0,2100000,930000,11,24,0,34111
2017-18,21700717,2018-01-26,12,14,103,108,18,18,30,29,3,17,2,0,4,0,3600000,6170000,4,2,0,18457
2017-18,21700718,2018-01-26,25,9,109,100,23,17,24,30,14,7,1,0,4,0,766000,1100000,26,6,0,3627
2017-18,21700719,2018-01-26,16,8,116,91,24,18,22,30,28,0,1,1,4,0,695000,755000,27,7,0,4899
2017-18,21700720,2018-01-26,26,21,115,113,26,34,21,12,21,2,1,3,4,0,659000,1710000,30,8,0,25419
2017-18,21700721,2018-01-26,2,30,93,107,16,26,32,22,12,22,2,1,4,0,1200000,823000,9,17,0,3697
2017-18,21700722,2018-01-26,10,23,97,78,23,32,21,18,25,2,1,2,4,0,2300000,925000,12,25,0,15530
2017-18,21700723,2018-01-26,22,11,107,85,21,17,28,31,27,0,1,1,4,0,753000,1780000,14,1,0,7939
2017-18,21700724,2018-01-27,18,17,121,108,28,22,20,24,27,2,1,3,5,0,710000,1800000,21,17,0,25479
2017-18,21700725,2018-01-27,4,5,112,114,14,26,33,23,21,5,2,1,5,0,930000,1500000,24,19,0,12632
2017-18,21700726,2018-01-27,28,13,104,129,14,26,34,22,0,25,2,2,5,0,991000,662000,23,18,0,5904
2017-18,21700727,2018-01-27,29,19,95,91,27,20,21,27,10,15,1,2,5,0,4090000,726000,10,28,0,11572
2017-18,21700728,2018-01-27,6,3,105,109,35,39,14,10,10,10,2,6,5,0,3500000,2300000,3,5,0,56477
2017-18,21700729,2018-01-27,16,27,111,97,31,18,20,31,26,2,1,2,5,0,645000,755000,29,7,0,6498
2017-18,21700730,2018-01-27,30,24,89,91,16,25,33,23,9,13,2,0,5,0,634000,1200000,22,9,0,8022
2017-18,21700732,2018-01-28,11,26,113,102,34,17,13,32,18,3,1,1,6,0,1710000,753000,8,14,0,16267
2017-18,21700733,2018-01-28,25,21,103,112,27,24,21,24,21,11,2,2,6,0,659000,1100000,30,6,0,13199
2017-18,21700734,2018-01-28,17,1,121,104,28,22,19,25,17,6,1,3,6,0,2100000,710000,11,21,0,26782
2017-18,21700735,2018-01-28,12,7,111,123,19,32,29,15,3,22,2,2,6,0,1400000,6170000,13,2,0,12437
2017-18,21700738,2018-01-29,29,5,105,96,27,20,23,28,14,4,1,2,0,0,930000,726000,24,28,0,10843
2017-18,21700739,2018-01-29,27,13,105,100,14,32,35,20,5,11,1,2,0,0,991000,645000,23,29,0,11911
2017-18,21700740,2018-01-29,11,9,109,120,17,17,33,31,10,25,2,0,0,0,766000,753000,26,14,0,2839
2017-18,21700741,2018-01-29,10,8,107,95,26,24,22,22,16,10,1,2,0,0,695000,925000,27,25,0,16667
2017-18,21700742,2018-01-29,19,30,88,95,16,28,34,21,4,18,2,1,0,0,1200000,4090000,9,10,0,6939
2017-18,21700743,2018-01-29,6,24,111,110,35,26,15,23,20,6,1,2,0,0,634000,2300000,22,5,0,19665
2017-18,21700745,2018-01-30,16,22,95,111,18,22,32,28,3,25,2,1,1,2,1780000,755000,1,7,0,7417
2017-18,21700746,2018-01-30,27,7,104,109,32,33,21,15,13,9,2,4,1,0,1400000,645000,13,29,0,12814
2017-18,21700747,2018-01-30,1,17,114,125,29,22,19,26,4,16,2,3,1,0,710000,2100000,21,11,0,36387
2017-18,21700748,2018-01-30,4,26,114,107,35,14,13,34,7,5,1,1,1,0,1710000,1500000,8,19,0,11565
2017-18,21700749,2018-01-30,15,21,103,114,27,15,22,34,9,12,2,2,1,0,659000,714000,30,15,0,2754
2017-18,21700752,2018-01-30,2,25,96,104,25,27,24,22,3,22,2,1,1,0,1100000,823000,6,17,0,9651
2017-18,21700753,2018-01-31,9,5,105,101,28,18,23,31,9,5,1,1,2,0,930000,766000,24,26,0,8286
2017-18,21700754,2018-01-31,12,4,105,127,19,14,30,35,6,29,2,0,2,0,1500000,6170000,19,2,0,11049
2017-18,21700757,2018-01-31,19,1,91,89,29,29,20,21,14,4,1,3,2,0,2100000,4090000,11,10,0,32065
2017-18,21700758,2018-01-31,22,6,103,73,36,23,15,28,33,5,1,3,2,2,2300000,1780000,5,1,0,15087
2017-18,21700760,2018-01-31,30,11,88,102,16,17,35,34,0,23,2,0,2,0,753000,1200000,14,9,0,6106
2017-18,21700761,2018-02-01,9,17,102,104,18,23,32,26,7,8,2,1,3,0,710000,766000,21,26,0,23452
2017-18,21700764,2018-02-01,26,23,102,91,36,34,13,19,19,4,1,2,3,3,2300000,1710000,12,8,0,24878
2017-18,21700765,2018-02-01,18,24,127,124,26,30,25,21,20,0,1,2,3,0,634000,1800000,22,17,0,22271
2017-18,21700767,2018-02-02,13,6,110,119,15,37,36,15,9,19,2,2,4,0,2300000,991000,5,23,0,16440
2017-18,21700768,2018-02-02,12,16,102,99,19,19,31,33,9,9,1,0,4,0,755000,6170000,7,2,0,16835
2017-18,21700769,2018-02-02,2,7,105,130,29,34,22,16,3,29,2,3,4,0,1400000,823000,13,17,0,7853
2017-18,21700771,2018-02-02,22,8,92,90,27,23,23,29,8,5,1,2,4,0,695000,1780000,27,1,0,17222
2017-18,21700772,2018-02-02,21,18,114,100,27,30,23,22,14,16,1,4,4,0,1800000,659000,16,30,0,21200
2017-18,21700773,2018-02-02,20,11,97,129,18,22,34,28,2,41,2,0,4,0,753000,632000,14,20,0,4275
2017-18,21700775,2018-02-03,14,25,103,113,18,25,33,25,0,15,2,0,5,0,1100000,3600000,6,4,0,16452
2017-18,21700776,2018-02-03,19,17,107,111,29,24,23,26,7,10,2,2,5,0,710000,4090000,21,10,0,17851
2017-18,21700777,2018-02-03,10,5,100,92,29,25,24,24,14,3,1,2,5,0,930000,925000,24,25,0,17194
2017-18,21700778,2018-02-03,28,4,98,115,15,29,35,22,1,24,2,2,5,0,1500000,662000,19,18,0,5368
2017-18,21700779,2018-02-03,26,1,88,120,30,37,20,13,0,35,2,3,5,0,2100000,1710000,11,8,0,38865
2017-18,21700780,2018-02-03,21,27,107,118,28,33,23,22,0,22,2,4,5,0,645000,659000,29,30,0,8118
2017-18,21700781,2018-02-03,20,23,111,120,34,23,20,28,6,14,2,1,5,0,2300000,632000,12,20,0,10815
2017-18,21700783,2018-02-03,30,15,106,99,16,16,36,35,12,8,1,0,5,0,714000,1200000,15,9,0,6038
2017-18,21700784,2018-02-04,2,6,97,96,38,29,15,23,5,16,1,3,6,0,2300000,823000,5,17,0,24318
2017-18,21700786,2018-02-04,13,22,99,96,15,23,37,30,8,6,1,1,6,0,1780000,991000,1,23,0,9779
2017-18,21700787,2018-02-04,9,7,101,86,35,18,16,33,17,6,1,2,6,0,1400000,766000,13,26,0,5570
2017-18,21700788,2018-02-04,12,18,108,104,20,30,31,23,12,4,1,2,6,0,1800000,6170000,16,2,0,29793
2017-18,21700789,2018-02-04,29,11,110,115,18,22,35,29,21,11,2,1,6,0,753000,726000,14,28,0,8191
2017-18,21700790,2018-02-05,2,17,91,111,29,25,24,26,4,26,2,2,0,0,710000,823000,21,17,0,13470
2017-18,21700791,2018-02-05,28,5,102,111,30,30,24,22,1,17,2,3,0,0,930000,662000,24,18,0,9064
2017-18,21700792,2018-02-05,4,19,109,111,29,15,24,36,12,14,2,1,0,0,4090000,1500000,10,19,0,10548
2017-18,21700793,2018-02-05,20,21,109,133,28,24,24,28,2,26,2,2,0,0,659000,632000,30,20,0,8949
2017-18,21700794,2018-02-05,29,24,121,104,28,23,25,29,19,6,1,1,0,0,634000,726000,22,28,0,6658
2017-18,21700795,2018-02-05,14,15,98,104,18,16,34,36,21,6,2,0,0,0,714000,3600000,15,4,0,7448
2017-18,21700796,2018-02-05,30,25,101,104,17,26,36,25,10,9,2,0,0,0,1100000,1200000,6,9,0,9651
2017-18,21700797,2018-02-06,1,4,98,116,30,16,21,36,21,18,2,2,1,0,1500000,2100000,19,11,0,32463
2017-18,21700798,2018-02-06,6,7,91,111,39,36,15,16,2,29,2,4,1,0,1400000,2300000,13,5,0,22178
2017-18,21700799,2018-02-06,9,13,108,82,16,18,37,34,34,2,1,0,1,0,991000,766000,23,26,0,2049
2017-18,21700800,2018-02-06,26,16,123,113,38,19,13,35,16,4,1,1,1,0,755000,1710000,7,8,0,10731
2017-18,21700801,2018-02-06,8,22,103,89,29,23,23,31,21,9,1,2,1,0,1780000,695000,1,27,0,9507
2017-18,21700802,2018-02-06,28,10,115,102,25,31,25,22,22,0,1,3,1,0,925000,662000,25,18,0,15489
2017-18,21700803,2018-02-06,18,3,105,125,41,30,12,24,0,24,2,6,1,0,3500000,1800000,3,17,0,44871
2017-18,21700804,2018-02-06,11,12,112,93,21,18,31,36,19,7,1,0,1,0,6170000,753000,2,14,0,10269
2017-18,21700805,2018-02-07,16,17,106,115,19,26,36,26,6,11,2,1,2,0,710000,755000,21,7,0,12957
2017-18,21700806,2018-02-07,26,19,109,101,39,29,13,25,17,4,1,2,2,0,4090000,1710000,10,8,0,16875
2017-18,21700807,2018-02-07,27,1,140,138,30,34,22,22,8,4,1,4,2,0,2100000,645000,11,29,0,41846
2017-18,21700809,2018-03-21,5,21,96,92,41,41,30,30,6,6,1,2,2,0,659000,930000,30,24,0,12721
2017-18,21700810,2018-02-07,23,11,81,129,18,34,37,21,0,53,2,3,2,3,753000,2300000,14,12,0,10181
2017-18,21700811,2018-02-08,13,4,98,100,17,17,37,36,5,9,2,0,3,0,1500000,991000,19,23,0,9825
2017-18,21700812,2018-02-08,22,7,88,113,23,37,32,16,2,32,2,1,3,0,1400000,1780000,13,1,0,11064
2017-18,21700813,2018-02-08,6,28,110,104,39,31,16,23,10,5,1,3,3,0,662000,2300000,18,5,0,37408
2017-18,21700815,2018-02-08,30,3,103,121,17,41,37,13,12,21,2,2,3,0,3500000,1200000,3,9,0,22996
2017-18,21700816,2018-02-08,18,12,106,81,22,31,31,24,27,11,1,4,3,0,6170000,1800000,2,17,0,23557
2017-18,21700818,2018-02-09,21,10,82,100,28,26,25,25,0,35,2,1,4,0,925000,659000,25,30,0,15705
2017-18,21700819,2018-02-09,1,13,107,123,17,31,38,22,5,23,2,3,4,0,991000,2100000,23,11,0,43539
2017-18,21700820,2018-02-09,5,6,91,97,40,30,16,25,1,26,2,2,4,0,2300000,930000,5,24,0,24735
2017-18,21700822,2018-02-09,27,14,114,113,18,34,35,23,5,17,1,2,4,0,3600000,645000,4,29,0,15789
2017-18,21700823,2018-02-09,24,26,104,130,29,40,25,13,0,35,2,2,4,0,1710000,634000,8,22,0,10491
2017-18,21700824,2018-02-09,29,20,106,94,26,23,28,31,13,4,1,1,4,0,632000,726000,20,28,0,9290
2017-18,21700825,2018-02-09,2,15,118,100,30,17,25,36,23,4,1,1,4,0,714000,823000,15,17,0,7132
2017-18,21700826,2018-02-10,21,16,138,128,28,19,26,37,28,4,1,1,5,0,755000,659000,7,30,0,21968
2017-18,21700827,2018-02-10,8,4,111,104,30,18,24,36,9,9,1,2,5,0,1500000,695000,19,27,0,10039
2017-18,21700828,2018-02-10,25,10,98,112,28,27,25,25,6,16,2,1,5,0,925000,1100000,25,6,0,19606
2017-18,21700829,2018-02-10,28,14,90,101,19,31,35,24,2,16,2,1,5,0,3600000,662000,4,18,0,8208
2017-18,21700831,2018-02-10,23,3,122,105,42,35,13,21,21,12,1,2,5,0,3500000,2300000,3,12,0,33461
2017-18,21700832,2018-02-10,24,11,123,113,29,18,26,38,14,7,1,0,5,0,753000,634000,14,22,0,7691
2017-18,21700833,2018-02-11,7,29,123,103,38,23,16,32,36,10,1,5,6,0,726000,1400000,28,13,0,15139
2017-18,21700834,2018-02-11,17,13,118,115,17,27,39,27,9,6,1,3,6,0,991000,710000,23,21,0,16538
2017-18,21700836,2018-02-11,22,5,113,121,23,31,33,25,6,20,2,4,6,2,930000,1780000,24,1,0,12385
2017-18,21700837,2018-02-11,30,26,97,104,18,41,38,13,1,16,2,2,6,3,1710000,1200000,8,9,0,12557
2017-18,21700838,2018-02-11,15,27,111,106,34,17,24,37,5,10,1,1,6,0,645000,714000,29,15,0,9215
2017-18,21700839,2018-02-11,9,18,110,92,31,18,25,36,28,6,1,2,6,0,1800000,766000,16,26,0,11886
2017-18,21700840,2018-02-11,20,2,96,115,31,27,25,28,11,25,2,2,6,0,823000,632000,17,20,0,10869
2017-18,21700841,2018-02-12,21,17,118,103,29,27,26,28,18,4,1,1,0,0,710000,659000,21,30,0,13345
2017-18,21700842,2018-02-12,22,10,92,108,23,28,34,25,0,18,2,3,0,0,925000,1780000,25,1,0,16395
2017-18,21700843,2018-02-12,25,16,114,101,28,19,26,38,23,1,1,0,0,0,755000,1100000,7,6,0,6630
2017-18,21700846,2018-02-12,11,3,129,83,43,18,13,39,46,5,1,1,0,0,3500000,753000,3,14,0,19267
2017-18,21700847,2018-02-13,19,7,112,115,30,39,26,16,8,17,2,4,1,0,1400000,4090000,13,10,0,20590
2017-18,21700848,2018-02-13,13,8,92,97,18,31,39,24,6,14,2,3,1,0,695000,991000,27,23,0,6436
2017-18,21700849,2018-02-13,26,27,126,108,42,35,13,24,18,13,1,1,1,0,645000,1710000,29,8,0,18195
2017-18,21700850,2018-02-13,1,18,120,112,33,32,22,25,11,7,1,3,1,0,1800000,2100000,16,11,0,55244
2017-18,21700851,2018-02-13,15,30,109,114,18,17,39,38,3,26,2,0,1,0,1200000,714000,9,15,0,4306
2017-18,21700852,2018-02-13,23,24,117,109,30,35,26,23,14,10,1,4,1,0,634000,2300000,22,12,0,12524
2017-18,21700854,2018-02-14,29,4,102,104,18,23,38,33,9,12,2,1,2,0,1500000,726000,19,28,0,4777
2017-18,21700855,2018-02-14,19,10,102,104,30,29,27,25,24,6,2,1,2,0,925000,4090000,25,10,0,21135
2017-18,21700856,2018-02-14,5,16,103,108,19,32,39,25,6,8,2,2,2,0,755000,930000,7,24,0,6284
2017-18,21700857,2018-02-14,28,22,113,118,23,32,35,24,27,8,2,1,2,0,1780000,662000,1,18,0,7010
2017-18,21700858,2018-02-14,25,6,119,129,40,29,18,26,4,14,2,3,2,0,2300000,1100000,5,6,0,21499
2017-18,21700859,2018-02-14,7,14,98,122,20,40,36,16,8,26,2,2,2,0,3600000,1400000,4,13,0,5527
2017-18,21700860,2018-02-14,15,26,100,91,43,18,13,38,17,5,1,2,2,0,1710000,714000,8,15,0,7181
2017-18,21700861,2018-02-14,18,9,121,114,32,18,26,37,22,8,1,1,2,0,766000,1800000,26,17,0,11375
2017-18,21700862,2018-02-14,12,21,139,117,30,23,26,32,24,0,1,2,2,0,659000,6170000,30,2,0,13676
2017-18,21700863,2018-02-14,11,20,97,107,18,29,40,28,2,10,2,0,2,0,632000,753000,20,14,0,7423
2017-18,21700864,2018-02-14,3,2,117,123,44,31,13,26,2,20,2,2,2,0,823000,3500000,17,3,0,32728
2017-18,21700865,2018-02-15,24,8,134,123,31,32,26,24,23,2,1,5,3,0,695000,634000,27,22,0,17379
2017-18,21700866,2018-02-15,12,27,111,119,23,35,33,25,15,9,2,1,3,0,645000,6170000,29,2,0,24710
2017-18,21700868,2018-02-22,22,4,120,113,23,18,36,39,12,11,1,1,3,0,1500000,1780000,19,1,0,10514
2017-18,21700869,2018-02-22,28,1,103,110,34,33,22,24,12,11,2,1,3,0,2100000,662000,11,18,0,38706
2017-18,21700873,2018-02-23,6,17,110,98,40,28,19,29,20,7,1,4,4,2,710000,2300000,21,5,0,24013
2017-18,21700874,2018-02-23,13,5,93,116,18,33,41,25,0,27,2,3,4,0,930000,991000,24,23,0,4171
2017-18,21700875,2018-02-23,29,28,105,122,34,25,24,33,1,22,2,1,4,0,662000,726000,18,28,0,5677
2017-18,21700876,2018-02-23,8,7,122,119,32,41,25,16,12,8,1,3,4,0,1400000,695000,13,27,0,21807
2017-18,21700877,2018-02-23,27,26,120,102,44,36,13,25,18,9,1,3,4,0,1710000,645000,8,29,0,19948
2017-18,21700879,2018-02-23,19,21,124,123,31,30,26,28,5,9,1,2,4,0,659000,4090000,30,10,0,14593
2017-18,21700880,2018-02-23,23,24,122,119,32,35,26,24,9,6,1,3,4,0,634000,2300000,22,12,0,11946
2017-18,21700881,2018-02-23,25,11,128,117,30,18,27,41,29,0,1,0,4,0,753000,1100000,14,6,0,3875
2017-18,21700882,2018-02-23,2,20,100,81,32,30,26,28,19,0,1,1,4,0,632000,823000,20,17,0,7404
2017-18,21700883,2018-02-23,30,12,102,124,18,23,40,34,0,23,2,0,4,0,6170000,1200000,2,9,0,17370
2017-18,21700885,2018-02-24,9,19,115,89,30,18,29,39,31,2,1,1,5,0,4090000,766000,10,26,0,7630
2017-18,21700887,2018-02-24,18,3,112,80,45,34,14,26,35,5,1,3,5,0,3500000,1800000,3,17,0,51621
2017-18,21700890,2018-02-24,30,20,90,97,18,30,41,29,7,15,2,0,5,0,632000,1200000,20,9,0,8407
2017-18,21700891,2018-02-24,12,15,113,108,24,18,34,40,8,10,1,0,5,0,714000,6170000,15,2,0,18324
2017-18,21700892,2018-02-25,17,29,98,114,28,26,30,33,4,32,2,1,6,0,726000,710000,28,21,0,9352
2017-18,21700893,2018-02-25,21,8,123,121,32,33,26,25,5,18,1,2,6,0,695000,659000,27,30,0,22079
2017-18,21700895,2018-02-25,10,28,94,109,32,34,25,25,4,23,2,3,6,0,662000,925000,18,25,0,14497
2017-18,21700896,2018-02-25,26,24,114,119,33,45,26,13,0,18,2,3,6,0,634000,1710000,22,8,0,15462
2017-18,21700898,2018-02-26,9,6,109,98,42,18,19,40,28,7,1,1,0,0,2300000,766000,5,26,0,10739
2017-18,21700900,2018-02-26,3,22,125,111,46,24,14,37,24,5,1,2,0,0,1780000,3500000,1,3,0,23976
2017-18,21700901,2018-02-26,17,7,123,94,41,28,17,31,31,4,1,5,0,0,1400000,710000,13,21,0,6155
2017-18,21700902,2018-02-26,11,21,125,116,33,18,26,43,10,17,1,3,0,0,659000,753000,30,14,0,8506
2017-18,21700903,2018-02-26,4,18,105,112,18,34,41,27,11,12,2,2,0,0,1800000,1500000,16,19,0,13794
2017-18,21700904,2018-02-26,5,30,109,103,18,34,42,25,13,5,1,2,0,0,1200000,930000,9,24,0,6305
2017-18,21700905,2018-02-26,26,20,96,85,46,31,13,29,12,15,1,1,0,3,632000,1710000,20,8,0,18646
2017-18,21700908,2018-02-27,16,1,129,123,35,20,24,41,8,9,1,1,1,0,2100000,755000,11,7,0,33165
2017-18,21700909,2018-02-27,10,19,102,101,31,32,29,26,3,13,1,2,1,0,4090000,925000,10,25,0,22250
2017-18,21700910,2018-02-27,28,8,104,107,33,35,26,25,0,21,2,2,1,0,695000,662000,27,18,0,12865
2017-18,21700911,2018-02-27,15,2,116,99,34,18,26,42,19,0,1,3,1,0,823000,714000,17,15,0,5775
2017-18,21700912,2018-02-27,25,24,120,122,33,31,27,27,19,8,2,0,1,0,634000,1100000,22,6,0,11474
2017-18,21700913,2018-02-28,8,17,87,110,33,28,27,32,9,32,2,1,2,0,710000,695000,21,27,0,10922
2017-18,21700914,2018-02-28,7,4,104,117,18,42,42,17,3,14,2,2,2,0,1500000,1400000,19,13,0,9274
2017-18,21700915,2018-02-28,5,13,107,102,18,34,43,26,23,3,1,2,2,0,991000,930000,23,24,0,5059
2017-18,21700916,2018-02-28,29,6,134,106,43,28,19,33,32,0,1,1,2,0,2300000,726000,5,28,0,11461
